brand_name,item_name,brand_id,item_id,upc,item_type,item_description,nf_ingredient_statement,nf_calories,nf_calories_from_fat,nf_total_fat,nf_saturated_fat,nf_trans_fatty_acid,nf_polyunsaturated_fat,nf_monounsaturated_fat,nf_cholesterol,nf_sodium,nf_total_carbohydrate,nf_dietary_fiber,nf_sugars,nf_protein,nf_vitamin_a_dv,nf_vitamin_c_dv,nf_calcium_dv,nf_iron_dv,nf_potassium,nf_servings_per_container,nf_serving_size_qty,nf_serving_size_unit,nf_serving_weight_grams,metric_qty,metric_uom,images_front_full_url,updated_at,section_ids
Chatfield's,Dark Semi-Sweet Chips,51db37cf176fe9790a899d3a,55a0b8af838558c60c367ff5,30684790027,2,null,null,80,50,6,3.5,0,null,null,0,0,7,2,4,1,0,0,0,0,null,19,1,tbsp,15,15,g,https://d1r9wva3zcpswd.cloudfront.net/55a17cc708a336670df17585.jpeg,2015-07-11T20:29:59+00:00,null
Essential Everyday,"Cheese, Reduced Fat, Sharp Cheddar",51db37b0176fe9790a8983ec,51c37d7f97c3e6d272825a15,41303007051,2,"Reduced Fat, Sharp Cheddar","Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes, Color Added, Vitamin A Palmitate.",80,45,5,3,0,null,null,15,190,0,0,0,8,6,0,25,0,null,8,1,oz,28,28,g,null,2014-11-24T20:24:24+00:00,null
Stouffer's,Grilled Asiago Chicken & Penne Pasta,51db37b2176fe9790a89858b,52fbd907ad2709a894000075,13800139276,2,null,null,320,90,10,4,0,null,null,32,770,35,3,4,23,8,20,20,8,null,3,0.33,package,283,283,g,https://d1r9wva3zcpswd.cloudfront.net/5360051b2ae36a5775c09a6b.jpeg,2014-11-24T20:24:24+00:00,null
Wild Oats,"Instant Rice Noodle Soup, Garlic & Vegetables",51db37b0176fe9790a8983c2,51c3d89f97c3e6d8d3b54fcd,80991103690,2,Garlic & Vegetables,"Rice Noodles, Seasoning Packet (Cane Sugar, Salt, Garlic Powder, Yeast Extract, Natural Flavors, White Pepper, Spices, Onion Powder, Black Pepper), Oil Sachet (Rice Bran Oil, Paprika Oil). Gluten free.",190,5,0,0,0,null,null,0,480,40,1,3,3,0,0,2,2,null,1,1,pkg,57,57,g,null,2014-11-24T20:24:24+00:00,null
Renaissance Farm,Stuffed Sweet Peppers,51db37b3176fe9790a898676,51c3f90997c3e6dfa4defffc,98311000017,2,null,"Pepper, Rice Blend: (Rice, Brown Rice, Wild Rice), Peppers, Carrots, Onions, Celery, Carr Valley Feta (Pasteurized Cow's Milk, Cheese Cultures, Enzymes, Salt), Egg, Garlic, Zalta Fresh Herb Infused Sea Salts (Sea Salt, Fresh Green Garlic, Thyme, Rosemary), Spices.",160,25,2,1,null,null,null,10,190,31,5,8,6,130,270,8,6,null,1,12,oz,340,340,g,null,2014-11-24T20:24:24+00:00,null
Atkins Advantage,French Vanilla Shake,51db381b176fe9790a89b579,53b2b00ed578af5b0c6ec197,637480061025,2,null,"Water, Milk Protein Concentrate, Sunflower Oil, Soy Protein Isolate, Natural And Artificial Flavors, Cellulose Gel, Magnesium Phosphate, Calcium Phosphate, Potassium Citrate, Sodium Hexametaphosphate, Cellulose Gum, Sucralose, Carrageenan, Vitamin Mineral Mix (Zinc Gluconate, Ferric Orthophosphate, D-L Alpha Tocopheryl Acetate, Niacinamide, Manganese Gluconate, Maltodextrin, D-Calcium Pantothenate, Beta Carotene, Pyridoxine Hydrochloride, Thiamine Hydrochloride, Riboflavin, Chromium Chloride, Folic Acid, Biotin, Potassium Iodide, Sodium Molybdate, Sodium Selenite, Vitamin K-1 And Cyanocobalamin), Salt, Acesulfame, Potassium And Sodium Ascorbate. Vitamin K 20%, Biotin 30%, Pantothenic Acid 20%, Selenium 20%, Chromium 20%, Molybdenum 20%.",160,80,9,3,0,null,null,10,200,2,1,1,15,0,15,40,0,270,1,11,fl oz,null,325,ml,https://d1r9wva3zcpswd.cloudfront.net/5457d1de0d5781691593f161.jpeg,2014-11-24T20:24:24+00:00,null
Resource,"Thickened Water, Nectar Consistency, Lemon Flavored",51db37c9176fe9790a899653,51c3d01697c3e6d8d3b50914,43900224800,2,"Nectar Consistency, Lemon Flavored","Water, Corn Starch Modified, Sugar, Natural Flavor, Phosphoric Acid.",70,0,0,null,null,null,null,0,25,17,null,7,0,0,0,0,0,null,1,1,carton,226,226,g,null,2014-11-24T20:24:24+00:00,null
America's Choice,"Spinach, Chopped",51db37b0176fe9790a8983ea,51c3c89b97c3e6d8d3b4cba2,54807101859,2,Chopped,Spinach.,30,0,0,0,0,null,null,0,120,3,1,0,2,50,2,8,4,null,6,1,cup,75,75,g,null,2014-11-24T20:24:24+00:00,null
Giant,Ground Beef Patties,51db37b0176fe9790a8983ef,5543bc3b272b54965166b58f,688267034336,2,null,null,290,200,23,9,1.5,0.5,9,80,75,0,0,0,19,0,0,2,10,null,16,1,patty,113,113,g,https://d1r9wva3zcpswd.cloudfront.net/5543bc9eb071308451145cff.jpeg,2015-05-01T17:49:18+00:00,null
StartKist Selects,Russet Potatoes,53a02f4bab3d45464bb6877b,5457c48d0d5781691593ecf3,648196075015,2,null,null,110,0,0,0,0,null,null,0,0,26,2,1,3,0,45,2,6,620,null,1,potato,148,148,g,https://d1r9wva3zcpswd.cloudfront.net/5457d2130d5781691593f172.jpeg,2014-11-24T20:24:24+00:00,null
Roundy's Fisherman's Reserve,"Wild Pacific Salmon Fillets, Sweet & Spicy Peach Salsa",54bd19d0a09dabf70a684686,5512d4396ed0b6691e7b33ca,11150571067,2,null,null,180,60,6,1,0,null,null,50,330,7,1,4,24,15,60,2,4,null,2,1,fillet,170,170,g,https://d1r9wva3zcpswd.cloudfront.net/5512d45ec2de35d1073c75f1.jpeg,2015-03-25T15:29:35+00:00,null
Kellogg's Eggo,Brown Sugar Cinnamon Roll Wafflers,54be3369463f929e29169805,555b093fad71960e186cf55c,32712124,2,null,null,250,80,9,2.5,0,null,null,10,510,40,0.5,16,4,20,0,20,25,null,4,2,waffles,76,76,g,https://d1r9wva3zcpswd.cloudfront.net/555b25d810838034188f9363.jpeg,2015-05-19T12:00:24+00:00,null
ProBar,"High Performance Whole Food Nutrition, Whole Berry Blast",51db37c9176fe9790a899621,51c3c46b97c3e6d8d3b4aec0,53152002026,2,Whole Berry Blast,"Natural Unsalted Almond Butter (Almonds), Brown Rice Syrup With Real Fruit Puree, Barley Malt Syrup, Fruit & Nut Mix (Raisins, Sunflower Seeds, Juice Sweetened Papaya, Juice Sweetened Pineapple, Dates, Cashews, Unsweetened Coconut, Pumpkin Seeds, Brazil Nuts), Granola (Rolled Oats, Raisins, Corn Flakes, [Corn, Flour, Mixed Fruit Juice Concentrate {Pineapple Juice, Pear Juice, Peach Concentrate}, Organic Rye, Crisp Brown Rice {Brown Rice and Malted Barley Flour}, Organic Evaporated Cane Juice, Grape Concentrate, Expeller Pressed Canola Oil, Brown Rice Syrup, Flax Seeds, Hemp Seeds, Almonds, Apples, Oat Bran, Organic Oat Syrup Solids, Sea Salt, Organic Molasses, Rice Bran Extract, Epasote, Prune Powder, Cardamom, Fennel, Fenugreek, Nutmeg], Natural Orange Oil), Carob Chips (Whole Grain Malted Barley and Corn, Palm Oil, Carob Powder, Soy Lecithin), Dates, Organic Sunflower Seeds, Organic Unsweetened Coconut, Organic Flax Seeds, Dried Strawberries (Strawberries, Apple Juice, Sunflower Oil), Organic Brown Sesame Seeds, Dried Blueberries (Blueberries, Apple Juice, Sunflower Oil).",380,170,19,4,0,null,null,0,40,50,6,20,8,0,0,0,0,null,1,1,ea,85,85,g,null,2014-11-24T20:24:24+00:00,null
Fresh Express,American Vegetable Salad,51db37b6176fe9790a898966,5481fc2cd8fceade43f938c1,71279241036,2,null,null,10,null,0,0,0,null,null,0,10,2,1,1,1,15,8,2,2,null,null,1.5,cups,65,65,g,https://d1r9wva3zcpswd.cloudfront.net/5481ff5db276f9c4434b1062.jpeg,2014-12-05T18:54:21+00:00,null
Alvarado St. Bakery,"Bread, Whole Wheat 7-Grain",51db37d1176fe9790a899e10,51c36e0197c3e69de4b08f16,28833010805,2,Whole Wheat 7-Grain,"Organic Whole Wheat Flour, Filtered Water, Wheat Gluten, Honey, Organic Millet, Organic Cracked Wheat, Organic Corn Meal, Fresh Yeast, Pure Barley Malt, Molasses, Expeller Pressed Safflower Oil, Sea Salt, Organic Raisins, Organic Oats, Organic Rye, Organic Sunflower Seeds, Organic Flax Seeds, Soy Based Lecithin.",80,15,1,0,null,null,null,0,160,14,2,2,4,0,0,0,4,null,20,1,slice,34,34,g,null,2014-11-24T20:24:24+00:00,null
Safeway,Rotelle,51db37b0176fe9790a8983ba,51c3d35b97c3e6d8d3b5248f,21130506804,2,null,"Durum Wheat, Semolina, [Enriched with Iron (Ferrous Sulfate) and B Vitamins (Niacin, Thiamin Mononitrate, Riboflavin, Folic Acid)].",210,10,1,0,0,null,null,0,0,42,2,3,7,0,0,0,10,null,8,2,oz,57,57,g,null,2014-11-24T20:24:24+00:00,null
Clover Valley,Long Grain Brown Rice,51db37bb176fe9790a898d7b,54ef3b1fd3422d1d22db787a,720579791320,2,null,null,150,10,1,0,0,null,null,0,0,32,1,0,3,0,0,0,4,null,21,0.25,cup uncooked,42,42,g,https://d1r9wva3zcpswd.cloudfront.net/54f01c8aadc5a97a212c2b7f.jpeg,2015-02-27T07:28:10+00:00,null
CJ,Korean BBQ Sauce,51db37ce176fe9790a899c5d,548706d47586ce4b42440250,807176171059,2,null,null,25,0,0,0,0,null,null,0,340,6,0,6,0,0,2,0,0,null,33.3,1,tbsp,15,15,g,https://d1r9wva3zcpswd.cloudfront.net/54870a3c7586ce4b4244037d.jpeg,2014-12-09T14:42:04+00:00,null
Kroger,Grade A Jumbo Eggs,51db37b9176fe9790a898bdd,54a6c61b8a51d1e63c4b954f,11110505200,2,null,null,90,50,5,2,0,null,null,235,90,0,null,null,8,8,0,4,6,null,12,1,egg,63,63,g,https://d1r9wva3zcpswd.cloudfront.net/54a6cb712dea1e720d42ec84.jpeg,2015-01-02T16:46:41+00:00,null
Sage Valley,"Raisins, Dark Chocolate",51db37d2176fe9790a899e8e,51c36f3197c3e69de4b098f2,30684017230,2,Dark Chocolate,"Organic Dark Chocolate (Organic Evaporated Cane Juice, Organic Chocolate Liquor, Organic Cocoa Butter, Organic Soy Lecithin (an Emulsifier), and Organic Vanilla), Organic Raisins and Organic Confectioners Glaze.",160,70,8,4,0,null,null,0,0,27,2,19,2,0,0,6,10,null,8,1,oz,28,28,g,null,2014-11-24T20:24:24+00:00,null
Sheng Kee Bakery,Taro Pastry,54fe4833ab7c0b1a68eb4489,56044591c4228b577566b8b5,766418143950,2,null,null,240,92,10,3,0,null,null,10,59,33,6,12,4,2,0,2,5,null,8,1,pcs,60,60,g,https://d1r9wva3zcpswd.cloudfront.net/560447566232756d761bc18c.jpeg,2015-09-24T18:56:22+00:00,null
Hampton Farms,"Peanuts, Salted & Roasted",51db37cd176fe9790a899b54,5460ec51388fc43c2fa0730b,81864001754,2,null,null,170,110,12,2,0,null,null,0,72,8,4,0.5,7,0,0,0,0,null,40,25,pieces,28,28,g,https://d1r9wva3zcpswd.cloudfront.net/5460f206a7f2fb4538e920f4.jpeg,2014-11-24T20:24:24+00:00,null
Voskos,"Yogurt, Greek, Blended Greek Honey",51db37bd176fe9790a898e77,51d2fd66cc9bff111580e9a6,58543490000,2,"Greek, Blended Greek Honey","Grade A Pasteurized Skim Milk, Honey and Live and Active Cultures.",130,0,0,0,0,null,null,5,45,18,0,17,13,0,0,15,4,null,1,5.3,oz,150,150,g,null,2014-11-24T20:24:24+00:00,null
Firestone,Organic Tropical Island Fruit Blend,54b52ed704e843bd19521244,54fc15c2f42fa10136d10af9,826022013329,2,null,null,70,0,0,0,0,null,null,0,0,18,2,13,1,8,80,2,4,null,13,140,g,140,140,g,https://d1r9wva3zcpswd.cloudfront.net/54fc162aa9b35c986a8ab135.jpeg,2015-03-08T09:28:11+00:00,null
HMR Entree,Bean and Beef Enchiladas,545ce74313fb28bc6d02a10e,545ce74313fb28bc6d02a10f,709355468106,2,null,null,210,25,3,1,0,null,null,10,480,35,5,6,11,2,4,6,15,450,1,1,tray,227,227,g,https://d1r9wva3zcpswd.cloudfront.net/5460f337388fc43c2fa0754b.jpeg,2014-11-24T20:24:24+00:00,null
Andy Boy,Romaine Hearts,5453bbcbe29dd49a47880b09,546a082186f80d902a7c07b6,72668600007,2,null,null,20,0,0.5,0,0,null,null,0,0,3,1,2,1,20,4,2,2,140,null,6,leaves,85,85,g,https://d1r9wva3zcpswd.cloudfront.net/546a0e0f2bc0b27b2a676cda.jpeg,2014-11-24T20:24:24+00:00,null
Lundberg Family Farms,"Medium Grain Rice, White Arborio 32 Oz",51db37ca176fe9790a89981a,51c5420297c3e6efadd5c3f3,30684862939,2,White Arborio 32 Oz,Eco-Framed White Arborio Rice.,160,10,1,0,0,null,null,0,35,35,1,0,5,0,0,0,0,null,20,45,G,45,45,g,null,2014-11-24T20:24:24+00:00,null
Essential Everyday,"Pickles, Dill",51db37b0176fe9790a8983ec,5532afbc8398a62c4c64a5cc,41303005750,2,null,null,0,null,0,null,null,null,null,null,210,0.5,null,null,0,null,null,null,null,null,20,2.5,pickle,28,28,g,https://d1r9wva3zcpswd.cloudfront.net/5532b0fbf42ecd972d1eeb4b.jpeg,2015-04-18T19:31:07+00:00,null
Stephen's,"Cider, Gourmet Caramel Apple",51db37c0176fe9790a89903a,51c545ea97c3e6efadd5e2ce,29776413708,2,Gourmet Caramel Apple,"Sugar, Corn Syrup Solids, Natural and Artificial Flavors, Partially Hydrogenated Coconut Oil, Citric Acid, Silicon Dioxide, Sodium Citrate, Malic Acid, Tricalcium Phosphate, Magnesium Oxide, Sodium Caseinate, Carageenan, Mono and Diglycerides, Caramel Color, Ascorbic Acid. Contains Milk.",90,10,1,1,null,null,null,0,70,21,0,19,0,0,60,0,2,null,20,23,G,23,23,g,null,2014-11-24T20:24:24+00:00,null
Lipton Beverage,"Iced Tea Mix, Tea & Honey Iced Green Tea/Blackberry Pomegranate",51db37c9176fe9790a8996ef,51c54a0497c3e6efadd602bd,41000303036,2,Tea & Honey Iced Green Tea/Blackberry Pomegranate,"Honey Granules (Sugar, Honey), Citric Acid (Provides Tartness), 
Green Tea Powder, Hibiscus Extract, Sucralose (Sweetener), Maltodextrin, Natural Flavor, Blackberry Juice Solids, Isomalt, Soy Lecithin, Pomegranate Juice Solids.",5,0,0,0,0,null,null,0,0,1,0,1,0,4,0,0,0,null,40,2,G,2,2,g,null,2014-11-24T20:24:24+00:00,null
Great Value,"Condensed Soup, Chicken, with Rice",51db37b1176fe9790a898466,51c4043897c3e6dfa4df5346,5388187916,2,"Chicken, with Rice","Water, Chicken Stock, Rice, Chicken Meat, Carrots, Salt, Celery, Modified Cornstarch, Monosodium Glutamate, Soybean Oil, Soy Protein Isolate, Onion Powder, Maltodextrin, Natural Flavor, Beta-Carotene (for Color), Sodium Phosphate, Garlic Powder.",70,20,2,0,0,null,null,5,850,11,1,0,2,10,0,0,0,null,2.5,0.5,cup,null,null,null,null,2014-11-24T20:24:24+00:00,null
HT Traders,Chicken Fried Rice,529d0c3dae976a0000000009,546a6c8f4e3da8103cb58d8f,72036708618,2,null,null,240,20,2,0,0,null,null,50,1190,44,2,7,12,30,10,4,8,null,3,1,cup,235,235,g,https://d1r9wva3zcpswd.cloudfront.net/546a6da0f591c7233c57f73e.jpeg,2014-11-24T20:24:24+00:00,null
Alaga,Pancake Syrup,51db37e4176fe9790a89a576,51c35dfb97c3e69de4b012fe,11600000734,2,null,"Corn Syrup, High Fructose Corn Syrup, Water, Potassium Sorbate, Sodium Benzoate, Artificial Maple Flavor, Caramel Coloring.",220,0,0,null,0,null,null,null,148,56,null,56,0,0,0,0,0,null,12,0.25,cup,57,57,g,null,2014-11-24T20:24:24+00:00,null
Jenny Craig,Turkey Bacon & Egg White Sandwich,51db37b3176fe9790a898733,55d2d4b6eab012f46b7dd8ab,102192000087,2,null,null,210,60,7,2.5,0,null,null,10,430,22,3,3,11,0,0,8,0,null,1,1,package,88,88,g,https://d1r9wva3zcpswd.cloudfront.net/55d2d5f1eab012f46b7dd8f6.jpeg,2015-08-18T06:51:29+00:00,null
"Always Fresh, Always On",Turkey & Cheese,551eb12975545033054d5f03,55dc9a43586534cf1139c1fb,747804015037,2,null,null,400,120,14,5,0,null,null,65,2080,46,0,5,24,10,0,20,15,null,1,1,ea,null,null,g,https://d1r9wva3zcpswd.cloudfront.net/55dc9a560abc77ff5e4edde3.jpeg,2015-08-25T16:39:50+00:00,null
Kroger,"CARBmaster Cultured Dairy Blend, Cherry",51db37b9176fe9790a898bdd,551e08bad7f7829513dd5ad8,59547778,2,null,null,60,10,1.5,1,0,null,null,5,95,4,0,3,9,8,0,30,2,null,null,1,container,null,null,g,https://d1r9wva3zcpswd.cloudfront.net/551e08d74bb37dd63673ad43.jpeg,2015-04-03T03:28:23+00:00,null
Kroger,"Cashews, Unsalted",51db37b9176fe9790a898bdd,51c35a5197c3e69de4affcfb,11110735744,2,Unsalted,"Cashews, Peanut and/or Cottonseed Oils.",160,120,14,2,0,null,null,0,0,8,1,1,5,0,0,2,10,null,10,0.25,cup,28,28,g,null,2014-11-24T20:24:24+00:00,null
Market Basket,Diet Orange Soda,51db37b1176fe9790a8984d0,551b2d2092163c543948f1ba,49705513934,2,null,null,0,null,0,null,null,null,null,null,0,0,null,0,0,null,null,null,null,null,8,8,fl oz,null,240,ml,https://d1r9wva3zcpswd.cloudfront.net/551b2db392163c543948f1da.jpeg,2015-03-31T23:28:51+00:00,null
Festin,"Pasta Sauce, Premium, Authentic Italian Plum Tomato Marinara Sauce",51db37e0176fe9790a89a2f1,51c4045597c3e6dfa4df543d,30315021308,2,"Premium, Authentic Italian Plum Tomato Marinara Sauce","Tomato Puree (Water, Tomato Paste), Italian Plum Tomatoes, Water, Expeller Pressed Canola Oil, Organic Roasted Onions, Carrots (Carrots, Water, Salt, Calcium Chloride), Sea Salt, Dried Onion, Spices, Dried Garlic, Extra Virgin Olive Oil, Garlic Powder. Gluten free.",70,30,3,0,0,null,null,0,730,9,3,5,1,20,10,0,2,null,5,0.5,cup,136,136,g,null,2014-11-24T20:24:24+00:00,null
Hannaford,"Cereal, Sweetened Oat with Marshmallows",51db37b1176fe9790a898440,51c37c3697c3e6d272825108,41268108237,2,Sweetened Oat with Marshmallows,"Whole Grain Oat Flour (Includes the Oat Bran), Marshmallows (Sugar, Corn Syrup, Dextrose, Modified Food Starch, Gelatin, Artificial and Natural Flavor, Yellow 5 & 6, Red 40, Blue 1), Sugar, Wheat Starch, Corn Syrup, Salt, Calcium Carbonate, Color Added, Dicalcium Phosphate, Trisodium Phosphate, Artificial Flavor, Vitamin C (Sodium Ascorbate), Zinc and Iron (Mineral Nutrients), A B Vitamin (Niacinamide), BHT (a preservative), Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin, Vitamin B1 (Thiamin Mononitrate), Vitamin A Palmitate,  A B Vitamin(Folic Acid), Vitamin B12, Vitamin D.",120,10,1,0,null,null,null,0,160,27,1,13,2,10,10,10,25,null,13,0.75,cup,30,30,g,null,2014-11-24T20:24:24+00:00,null
Metabolic Research Center,Mixed Berry Drink,546b62c9ade15fe62e67f286,54b2fcc778a1787b572f301e,804217362230,2,null,null,70,0,0,0,0,null,null,0,15,4,2,2,15,0,0,2,0,15,7,1,packet,null,34,ml,https://d1r9wva3zcpswd.cloudfront.net/54b302859b94708d3676fa09.jpeg,2015-01-11T23:08:54+00:00,null
Bison,"Cottage Cheese, with Pineapple, Small Curd",51db37b5176fe9790a8988d2,51c3bfba97c3e6d8d3b48981,72510012163,2,"with Pineapple, Small Curd","Cultured Pasteurized Grade A Nonfat Milk, Cream, Pineapple, Sugar, High Fructose Corn Syrup, Whey, Salt, Modified Food Starch, Maltodextrin, Natural Flavors, Pineapple Juice, Citric Acid, Phosphoric Acid, Guar Gum, Carrageenan, Carob Bean Gum, Potassium Sorbate (to Preserve Freshness), Enzyme.",140,35,4,2,null,null,null,20,340,18,0,15,9,4,2,10,0,null,4,0.5,cup,113,113,g,null,2014-11-24T20:24:24+00:00,null
International Delight,"Iced Coffee Beverage, Vanilla",51db37bc176fe9790a898deb,545ce512d43cefdf6dbf7fca,41271021035,2,null,null,160,22.5,2.5,1.5,0,null,null,10,105,30,0,23,4,2,0,15,0,null,null,1,cup,null,250,ml,https://d1r9wva3zcpswd.cloudfront.net/545ce98e4ce901f7437d9f80.jpeg,2014-11-24T20:24:24+00:00,null
Wild Oats,Jalapeno Stuffed Olives,51db37b0176fe9790a8983c2,51c4011f97c3e6dfa4df3bb5,80991102082,2,null,"California Olives Stuffed With Jalapenos, Water, Salt, Lactic Acid and Vinegar.",15,15,1,0,0,null,null,0,410,0,null,null,0,0,0,0,0,null,20,0.5,oz,14,14,g,null,2014-11-24T20:24:24+00:00,null
Pita Gourmet,Balady,54b56ec004e843bd19521560,54b56ec1565b558019158a54,69066000294,2,null,null,160,9,1,0.1,0,null,null,0,270,32,4,0,6,0,0,2,20,null,0,1,roll,57,57,g,https://d1r9wva3zcpswd.cloudfront.net/54b5705908485b0e4e464d5e.jpeg,2015-01-13T19:22:01+00:00,null
Land O Lakes,"Hot Cocoa Mix, Cappuccino Classics Suprema 1.16 Oz",51db37b7176fe9790a8989cb,51c5464a97c3e6efadd5e5a2,30684800702,2,Cappuccino Classics Suprema 1.16 Oz,"Sugar, Non Dairy Creamer [Corn Syrup Solids, Partially Hydrogenated Coconut and Soybean Oil, Sodium Caseinate (A Milk Derivative), Potassium Phosphate, Mono and Diglycerides, Sugar, Sodium Stearoyl Lactylate, Soy Lecithin, Color (Annatto, Turmeric),  Artificial Flavor], Nonfat Dry Milk, Instant Coffee, Cocoa (Processed With Alkali), Cellulose Gum, Salt, Artificial Flavor. Contains Milk, Soy.",140,30,3,3,null,null,null,0,120,25,0,20,3,0,0,8,0,null,1,33,G,33,33,g,null,2014-11-24T20:24:24+00:00,null
Celestial Seasonings,"Herbal Tea, Caffeine Free, Chamomile",51db37c4176fe9790a8992ed,51c4050297c3e6dfa4df5880,70734005251,2,"Caffeine Free, Chamomile",Chamomile. Gluten free.,0,0,0,null,null,null,null,null,0,0,null,0,0,0,0,0,0,null,25,1,tea bag,1,1,g,null,2014-11-24T20:24:24+00:00,null
Namaste Foods,"Frosting Mix, Toffee Vanilla 16.5 Oz",51db37c3176fe9790a899289,51c5417697c3e6efadd5bf98,30684893711,2,Toffee Vanilla 16.5 Oz,"Brown Sugar, Rice Milk Powder, Silicon Dioxide (Added to Prevent Caking), Salt and Pure Ground Vanilla Bean.",150,40,4,2,0,null,null,10,65,29,0,27,0,2,0,2,0,null,16,37,G,37,37,g,null,2014-11-24T20:24:24+00:00,null
Healthy Choice,Crustless Chicken Pot Pie,51db37b3176fe9790a89863a,55d2d344456a0aa119b815e2,72655001466,2,null,null,280,70,8,2,0,2,3,65,600,34,7,3,19,25,4,4,8,null,null,1,meal,272,272,g,https://d1r9wva3zcpswd.cloudfront.net/55d2d467456a0aa119b81625.jpeg,2015-08-18T06:44:55+00:00,null
Yummy Earth,"Gummy Bears, Organic",51db37be176fe9790a898ee4,51c3ede297c3e6de73cbb4ee,10165014101,2,Organic,"Organic Rice Syrup, Organic Cane Sugar, Gelatin, Organic Aronia Juice, Organic Black Currant Juice, Natural Flavor, Citric Acid, Ascorbic Acid, Carnauba Wax, Organic Sunflower Oil. Gluten free.",96,0,0,0,0,null,null,0,0,21,0,12,0,0,0,0,0,null,5,11,bears,28,28,g,null,2014-11-24T20:24:24+00:00,null
Key Food,Pure Honey,51db382d176fe9790a89b8c3,54b2fbf79b94708d3676f7fd,73296114836,2,null,null,60,null,0,null,null,null,null,null,0,17,null,16,0,null,null,null,null,null,16,1,tbsp,21,21,g,https://d1r9wva3zcpswd.cloudfront.net/54b30086baec062b59909a52.jpeg,2015-01-11T23:00:22+00:00,null
Hunter Farms,"Milk, 2% Reduced Fat",51db37bc176fe9790a898ded,54f01bf33e1cba632126a72e,74336863950,2,null,null,230,80,9,5,0,null,null,35,200,19,0,19,16,17,0,50,0,null,1,1.74,cups,null,414,ml,https://d1r9wva3zcpswd.cloudfront.net/54f01c52adc5a97a212c2b75.jpeg,2015-02-27T07:27:14+00:00,null
Roundy's,"Cashews, Halves & Pieces, Salted",51db37b8176fe9790a898af0,54fdf3feb48bcb64594a8473,11150189941,2,null,null,160,120,13,2.5,0,2.5,7,0,110,8,0.5,1,5,0,0,2,10,null,24,0.25,cup,28,28,g,https://d1r9wva3zcpswd.cloudfront.net/54fdf4434e9d7e6f76e3f3e2.jpeg,2015-03-09T19:28:25+00:00,null
Frazier Family Foods,"Hot Sauce, Pineapple Habanero",551eb1057af2ac495b48a3c1,551eb1057af2ac495b48a3c2,760488399965,2,null,null,0,null,0,null,null,null,null,null,60,0,null,null,0,null,null,null,null,null,72,1,tsp,4.5,4.5,g,https://d1r9wva3zcpswd.cloudfront.net/551eb1a2481c7eb05f58ac4e.jpeg,2015-04-03T15:28:34+00:00,null
New England Country Soup,"Soup, Caribbean Black Bean",51db37e0176fe9790a89a2df,51c4041a97c3e6dfa4df524c,72010825119,2,Caribbean Black Bean,"Water, Black Beans, Green Peppers, Red Peppers, Onions, Rice Starch, Chili Peppers, Jalapeno Peppers, Olive Oil, Lower Sodium Sea Salt, Sugar, Cumin, Allspice, Nutmeg.",210,20,2,0,0,null,null,0,230,38,8,4,10,20,50,8,15,null,2,1,cup,212,212,g,null,2014-11-24T20:24:24+00:00,null
Scarpetta Grocery,"Puttanesca Fresh Pasta Sauce, Gluten Free",52ceb1eabba524e06800055e,54072a30a67cfab13a61a524,688672109032,2,null,null,50,25,3,0.5,0,null,null,0,320,6,2,3,2,15,30,4,6,null,5,4,oz,110,110,g,https://d1r9wva3zcpswd.cloudfront.net/5407352f6dab6ba257b12c16.jpeg,2014-11-24T20:24:24+00:00,null
Betty Crocker,"Warm Delights, Molten Chocolate Cake",51db37b0176fe9790a8983c7,51c361fe97c3e69de4b02dd8,16000296527,2,Molten Chocolate,"Cake Mix: Sugar, Enriched Flour Bleached (Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Partially Hydrogenated Soybean and/or Cottonseed Oil, Cocoa Processed with Alkali, Corn Starch, Distilled Monoglycerides, Modified Corn Starch, Dried Egg Whites, Whey Protein Isolate, Cellulose Powder, Baking Soda, Salt, Monocalcium Phosphate, Corn Syrup Solids, Nonfat Milk, Soy Lecithin, Xanthan Gum, Artificial Flavor, Freshness Preserved by BHT, Citric Acid, Tocopherol, Ascorbic Acid, Fudge Sauce: Water, Sweetened Condensed Skim Milk (Skim Milk, Sugar, Corn Syrup), Sugar, Fructose, Partially Hydrogenated Palm Kernel Oil, Cocoa, Corn Starch, Buttermilk, Cocoa Processed with Alkali, Butter, Whey, Salt, Sodium Alginate, Natural and Artificial Flavor, Potassium Sorbate (Preservative), Artificial Color, Mono and Diglycerides, Xanthan Gum, Sodium Bicarbonate.",370,110,12,6,1.5,null,null,0,480,61,3,41,5,null,null,10,15,null,1,1,bowl,95,95,g,https://d1r9wva3zcpswd.cloudfront.net/536a7db2a0ec3c690b543840.jpeg,2014-11-24T20:24:24+00:00,null
